10.1101/2020.10.07.20208231,"1314626016841695232,1314627823257096193,1314633107413311496,1314633287483240448,1314633303153152007,1314633702132121601,1314636018763653120,1314643663943806978,1314645859645169664,1314647303274352641,1314653489755291649,1314654912345759748,1314660133318918145,1314660369802166272,1314661369724141568,1314662102058119168,1314664188195860481,1314675596727930886,1314685470421528576,1314693960519032833,1314727199593951238,1314737055709233156,1314781494905393152,1314787756971880448,1314797766544175105,1314844462628179969,1315229132108767232,1319077482084159488,1322135311099613187,1331301031431454724,1331355844529836033,1331360259307302914,1366541707865559043"
10.1101/2020.10.08.20209650,"1315271498475737088,1315275311177629696,1315319507704053761,1315325770890440712,1315339910631612420,1315344210040627200,1315344621627674630,1315347107667152897,1315348791818694662,1315348828829122571,1315349224595222528,1315349367965069312,1315349946028130304,1315350823937994753,1315352497909903360,1315352902957846529,1315359024628539392,1315361738674655233,1315369452049891329,1315372394643685381,1315373515118465032,1315374402809331713,1315374757957849088,1315375706583511040,1315375891887857667,1315378780647624709,1315380161827745795,1315383140131786752,1315385108950638593,1315391757329338368,1315392283055804416,1315392351590780929,1315392374978359297,1315392516699697152,1315392880077352961,1315394436617175040,1315396572272906241,1315397109185753089,1315397822519349248,1315397916798996480,1315398407389937669,1315398844205592577,1315402902350057473,1315404202110259201,1315404708622856193,1315404869784698880,1315405098219196421,1315405796486807557,1315406357386887169,1315407130392965120,1315407829457567744,1315411183722262528,1315415701398663168,1315437059667046402,1315441301408616453,1315455872953278464,1315460251957723136,1315468311946174465,1315472841123356672,1315480544055037952,1315485401403076608,1315487512454787074,1315495839683366914,1315495987012460545,1315503180990554112,1315511428779061249,1315517439162155009,1315529272791109634,1315532777551347712,1315535374609862656,1315536966214180865,1315539126964420608,1315540292922155009,1315552049652793344,1315554817474023429,1315555241455222785,1315555622763614208,1315556576137113600,1315562281883840513,1315568179167494144,1315568401193086976,1315568461561569282,1315569307623985152,1315570101471633410,1315575210914000896,1315576293988200448,1315578566969524225,1315580693947142144,1315584139605741568,1315584490782126081,1315587005510758400,1315587369865744384,1315587422336569344,1315590101766791172,1315596602195750912,1315600015629250560,1315610519814860801,1315611087660875777,1315613472810561537,1315613833206013953,1315616406126370817,1315616518135255041,1315616574678720513,1315617142021058560,1315626864333983744,1315627201677668352,1315630643292889089,1315634318132224000,1315634715315957761,1315639949924986880,1315650133145513984,1315656864386998274,1315665022471884805,1315666841629581313,1315676188770213891,1315680763518562306,1315690330637950976,1315691023692038144,1315701219248295937,1315705368631107585,1315705740234043392,1315708610475962368,1315721874589048837,1315727892815450114,1315728550708883457,1315732016969715713,1315744891339788291,1315750315619160064,1315750908890931200,1315766539237363712,1315778344164745217,1315782067385491456,1315795393012097024,1315922574367485953,1316046777452298240,1316076543228219392,1316078278357245952,1316082480714256389,1316116750258237440,1316116854868410368,1316117089728462849,1316117229050777600,1316117237288361986,1316117758124396545,1316117771688857600,1316118406719057921,1316118929954222080,1316119132459462658,1316120109652430848,1316120158147170304,1316120415996084225,1316120440025223168,1316120614361395200,1316120628253077507,1316120775657762818,1316120926388449285,1316121194492559360,1316121897411768320,1316122002265120769,1316122013757509632,1316122309103583245,1316122327222902784,1316122328506470400,1316122848252047360,1316122990296395779,1316122992435486733,1316123529788551168,1316124668143828992,1316124848620548097,1316126004000313351,1316126169775955970,1316127537991475201,1316128009519271937,1316128254466686977,1316128874988736516,1316128984673861632,1316129777569366016,1316131493119438850,1316132894306230272,1316134617682935808,1316136220028792834,1316136332633104385,1316151884655198209,1316158052794601476,1316164203137437696,1316180562126802948,1316201299763892224,1316223204067889152,1316226051425669121,1316237029806612480,1316246163109146624,1316249204659032067,1316264180824109056,1316265566185848833,1316269870217154567,1316274066303709185,1316275963743948800,1316303371670781952,1316317863767085057,1316325204575088643,1316333163086577664,1316357807919304704,1316365944021815297,1316366023537418240,1316366936754749447,1316385788842536960,1316447158451744772,1316508709653147648,1316547175157989379,1316646405537136640,1316646501754560513,1316755704171180034,1316760646805979136,1316806130081857538,1316904574519812096,1316913107466391552,1316938693878435840,1316996194669821957,1317109800627539973,1317131081183801347,1317185936216776704,1317196232738000896,1317197740577873920,1317221522579226624,1317236318049619968,1317272190614732801,1317414470407327744,1317427092724813826,1317852388401840129,1318166477023969281,1318235550550265857,1319025503009910785,1320042110469505024,1320044268673748996,1320287103347982339,1321010308060774401,1321226330260840452,1321233007597047808,1321479856568369152,1321585852938682370,1322180139837521920,1322796257438507008,1322846409243045890,1324127222937112583,1326216910204243970,1326268621799108609,1326269795508002816,1326612006410063872,1326643561824088065,1326659154077913088,1326898090452914176,1327027263611805696,1327076466824196096,1327205745725607939,1327207937660637186,1327242226431369216,1327416475573882880,1327416913538924544,1327416991951437824,1327739579307151360,1328287284714557441,1329743960693157896,1329761609795981312,1329789901865439232,1329873538359160833,1329874911658188806,1330126529381228544,1330600914814726145,1336304251815903233,1338689933507117058,1338697967084060672,1338700458500624384,1340113721746583552,1353809391175217154,1360938576331038720,1364718735823634435,1365308050400239622,1365703660378988545,1369006119713050624,1369973456792604673,1372225795272421378,1375859746302013440,1375867919716978694,1383744064613355525,1383744355937099779"
10.1101/2020.10.02.20204859,"1313263259785531395,1313264016123400207,1313293290968621056,1313433975537377286,1319166622549090304,1369006186603843584"
